Topic,Words,Frequency,Timestamp,Name
701,"project, management, professional, extensive, groups",5,2022-05-27 10:40:00,701_project_management_grades_profession...
702,"listener, deaf, ears, listen, beneficial",7,2022-05-27 10:40:00,702_deaf_listen_ears_imprudently
705,"diesel, oil, fishermen, category, expensive",1,2022-05-27 10:40:00,705_oil_burned_diesel_tons
-1,"covid, hospital, stress, which, italy",4033,2022-06-25 08:00:00,-1_hospital_covid_stress_disease
0,"european, europe, union, delegation, nato",191,2022-06-25 08:00:00,0_european_europe_union_nato
2,"ukraine, russia, ukrainian, russian, putin",44,2022-06-25 08:00:00,2_ukraine_russia_russian_putin
3,"italians, italy, italian, brothers, viva",360,2022-06-25 08:00:00,3_italy_italians_italian_brothers
5,"covid, epidemic, virus, pandemic, disease",24,2022-06-25 08:00:00,5_epidemic_covid_virus_pandemic
7,"energy, renewable, gigawatts, regasifiers, heat",19,2022-06-25 08:00:00,7_energy_electricity_exchange_renewable
8,"lending, banks, indeed, ability, key",1,2022-06-25 08:00:00,8_bank_banks_banking_office
10,"minister, satisfied, your, rehearsal, separations",16,2022-06-25 08:00:00,10_minister_ministers_ministry_highest
11,"school, education, dispersal, teachers, stress",14,2022-06-25 08:00:00,11_school_education_students_teachers
13,"mutual, forecast, realization, drawn, tool",1,2022-06-25 08:00:00,13_financial_budget_program_policy
14,"government, louder, governments, weakens, silence",31,2022-06-25 08:00:00,14_government_governments_trust_does
15,"justice, trial, judicial, magistrates, judiciary",24,2022-06-25 08:00:00,15_judiciary_magistrates_justice_judicia...
16,"terrorists, daytime, marginalization, recruit, cyber",7,2022-06-25 08:00:00,16_telecommunications_internet_communica...
17,"sport, sports, activity, constitution, psychophysical",121,2022-06-25 08:00:00,17_sport_sports_activity_psychophysical
18,"clues, 03438, misunderstand, angelo, clue",5,2022-06-25 08:00:00,18_senator_why_ask_question
19,"approves, annex, followed, senate, see",64,2022-06-25 08:00:00,19_approves_annex_followed_senate
20,"water, drought, irrigation, agriculture, cubic",258,2022-06-25 08:00:00,20_water_drought_irrigation_outflow
21,"tax, taxes, credits, wedge, paychecks",23,2022-06-25 08:00:00,21_tax_taxes_income_taxation
23,"refugees, melilla, stress, migrants, refugee",8,2022-06-25 08:00:00,23_refugees_refugee_welcome_fleeing
24,"reread, biagi, motives, thoughts, explaining",10,2022-06-25 08:00:00,24_discussion_discuss_conversation_inter...
25,"pharmacological, integrate, psychological, speeches, listened",1,2022-06-25 08:00:00,25_mental_health_hospital_services
27,"outsourced, sites, archaeological, cultural, entertainment",3,2022-06-25 08:00:00,27_artists_art_artist_musicians
28,"councils, bear, bodies, chance, judicial",1,2022-06-25 08:00:00,28_council_here_members_hall
29,"mennea, peter, seventy, alongside, weakest",2,2022-06-25 08:00:00,29_nursing_older_elderly_home
30,"thank, binetti, giorgetti, undersecretary, commission",32,2022-06-25 08:00:00,30_thank_rapporteurs_commission_mr
31,"mr, president, madam, speech, ladies",55,2022-06-25 08:00:00,31_mr_madam_president_speech
32,"pension, pensioners, fornero, minimums, brusio",5,2022-06-25 08:00:00,32_pension_fund_pensions_funds
34,"gender, language, cacophonic, declination, smile",4,2022-06-25 08:00:00,34_women_violence_men_perpetrators
35,"elections, election, abstentionism, electoral, referendum",69,2022-06-25 08:00:00,35_election_elections_electoral_votes
36,"inflation, stagnation, cent, purchasing, gordian",13,2022-06-25 08:00:00,36_inflation_rising_growth_prices
37,"vaccination, covid, vaccine, obligation, vaccines",14,2022-06-25 08:00:00,37_vaccine_vaccination_covid_vaccines
38,"category, included, rate, highest, fact",1,2022-06-25 08:00:00,38_highest_minister_secretary_finance
39,"explanation, speak, ask, vote, you",59,2022-06-25 08:00:00,39_explanation_speak_ask_vote
41,"her, she, applauded, apprentices, arbitrariness",6,2022-06-25 08:00:00,41_she_her_herself_ll
42,"farmers, agricultural, agriculture, crops, production",45,2022-06-25 08:00:00,42_farmers_agriculture_agricultural_prod...
43,"sensitivity, leads, understood, culture, legislation",2,2022-06-25 08:00:00,43_laws_law_these_breaking
44,"engines, combustion, 2035, cars, blocking",2,2022-06-25 08:00:00,44_cars_electric_vehicles_car
45,"virtues, courage, talk, wanted, senators",1,2022-06-25 08:00:00,45_thank_senator_you_want
46,"draghi, president, your, pact, mr",162,2022-06-25 08:00:00,46_draghi_president_your_mario
47,"hospital, taillight, vocation, agro, candidate",1,2022-06-25 08:00:00,47_hospital_land_hospitals_management
48,"parliament, parliamentary, parliamentarians, centrality, prerogatives",65,2022-06-25 08:00:00,48_parliament_parliamentary_parliamentar...
49,"climate, change, atmosphere, plus, oxide",17,2022-06-25 08:00:00,49_climate_change_goals_climates
50,"caste, party, executive, mp, stay",4,2022-06-25 08:00:00,50_independence_party_left_green
51,"movimento, stars, star, movement, favour",78,2022-06-25 08:00:00,51_movimento_stars_star_movement
52,"mayors, municipalities, mayor, 000, inhabitants",31,2022-06-25 08:00:00,52_municipalities_mayors_mayor_local
53,"07055, addressed, 24, published, sitting",1,2022-06-25 08:00:00,53_health_disease_minister_highest
54,"roads, twenty, invent, highway, road",5,2022-06-25 08:00:00,54_transport_road_transportation_roads
55,"workers, unions, trade, unemployed, confindustria",16,2022-06-25 08:00:00,55_labour_unions_labor_workers
57,"decree, aid, law, conversion, issued",34,2022-06-25 08:00:00,57_decree_law_conversion_aid
60,"accountant, expectation, forefront, borne, combating",2,2022-06-25 08:00:00,60_accountant_accounting_state_research
61,"tourism, extensions, shameful, absurd, blocked",1,2022-06-25 08:00:00,61_tourism_tourists_tourist_travel
62,"pnrr, reforms, objectives, reform, mobs",40,2022-06-25 08:00:00,62_pnrr_reform_reforms_objectives
63,"boars, wild, rocketing, swine, fever",3,2022-06-25 08:00:00,63_virus_wild_swine_fever
64,"financed, study, measure, was, by",1,2022-06-25 08:00:00,64_committee_committees_study_opinion
67,"cancer, oncology, disease, cancers, plan",121,2022-06-25 08:00:00,67_cancer_oncology_disease_screening
68,"media, sesia, raiplay, viewers, dispersion",6,2022-06-25 08:00:00,68_media_radio_journalists_press
69,"quantification, repercussions, estimates, associations, term",1,2022-06-25 08:00:00,69_transport_environment_committee_envir...
70,"blinds, italexit, hybrid, casini, hv",1,2022-06-25 08:00:00,70_hv_senator_asks_disease
71,"wage, minimum, olivetti, coaches, 11a",12,2022-06-25 08:00:00,71_wage_salary_pay_remuneration
72,"affection, spontaneous, welcomed, ukrainian, offered",1,2022-06-25 08:00:00,72_refugees_ukraine_ukrainian_reception
73,"withdrawn, 20, amendments, 204, 17",4,2022-06-25 08:00:00,73_withdrawn_amendments_amendment_17
74,"thirdly, discriminated, against, discrimination, work",1,2022-06-25 08:00:00,74_discrimination_race_ethnic_equal
75,"he, newspaper, newspapers, his, him",12,2022-06-25 08:00:00,75_his_he_him_man
76,"coni, constellation, contracts, mistaken, precarious",2,2022-06-25 08:00:00,76_contracts_172_contract_pay
77,"closed, debate, fibp, udc, president",17,2022-06-25 08:00:00,77_closed_debate_fdi_president
78,"welfare, questioner, caregivers, delegates, completion",2,2022-06-25 08:00:00,78_welfare_committee_suggest_referred
79,"listening, thank, thanking, your, rain",7,2022-06-25 08:00:00,79_thank_thanking_minister_prime
80,"intensification, negotiating, channel, tables, diplomatic",1,2022-06-25 08:00:00,80_peace_diplomacy_diplomatic_war
81,"navigators, titanic, worked, cancel, enterprise",2,2022-06-25 08:00:00,81_ships_ship_boat_sailors
82,"ballot, tabled, simultaneous, refer, fazzolari",10,2022-06-25 08:00:00,82_ballot_tabled_simultaneous_refer
83,"police, video, camorists, extorting, surveillance",3,2022-06-25 08:00:00,83_police_officers_enforcement_officer
84,"oh, drugs, yeah, talked, free",1,2022-06-25 08:00:00,84_drugs_drug_addiction_abuse
86,"gas, russian, russia, dependence, supplying",9,2022-06-25 08:00:00,86_gas_russia_russian_dependence
87,"extension, fifteen, deadline, issued, december",5,2022-06-25 08:00:00,87_deadline_extended_extension_2022
90,"suspend, sitting, suspended, resume, suspension",17,2022-06-25 08:00:00,90_suspend_sitting_resume_suspended
93,"spread, almost, beginning, remember, increased",2,2022-06-25 08:00:00,93_percent_increase_ratio_60
96,"forza, italia, berlusconi, udc, group",23,2022-06-25 08:00:00,96_forza_italia_berlusconi_udc
97,"food, shelves, deprives, supermarkets, sees",3,2022-06-25 08:00:00,97_food_production_security_covid
98,"democracy, dictatorships, democracies, democratic, knows",21,2022-06-25 08:00:00,98_democracy_democracies_dictatorships_d...
100,"italy, plants, energy, stress, gas",16,2022-06-25 08:00:00,100_italy_energy_italian_gas
101,"taxi, drivers, uber, scoundrels, cab",5,2022-06-25 08:00:00,101_cab_taxi_drivers_driver
102,"measure, measures, sentimentally, improvementable, perfect",9,2022-06-25 08:00:00,102_measure_measures_measuring_stress
104,"symbolic, cortina, blanc, mont, territoriality",2,2022-06-25 08:00:00,104_alpine_alps_alpines_corps
106,"witness, attacks, social, contributions, security",2,2022-06-25 08:00:00,106_security_social_system_review
108,"numbers, statistic, statistical, alarming, drama",4,2022-06-25 08:00:00,108_numbers_statistics_average_number
109,"doctors, cooperatives, conformation, retired, compromising",4,2022-06-25 08:00:00,109_care_health_professionals_doctors
112,"mindset, reverse, restore, changed, tomorrow",5,2022-06-25 08:00:00,112_changed_gonna_turned_change
113,"draft, law, consideration, 1254, proposed",14,2022-06-25 08:00:00,113_draft_law_deputies_consideration
114,"infrastructure, tolerable, dispersal, immaterial, inefficiencies",8,2022-06-25 08:00:00,114_infrastructure_building_area_capital
115,"unanswered, answers, questions, answered, systematically",4,2022-06-25 08:00:00,115_question_answers_answer_questions
117,"clinical, organizational, lines, waiting, scientific",1,2022-06-25 08:00:00,117_waiting_list_lists_wait
118,"competition, artisan, liberals, amazon, unbalanced",4,2022-06-25 08:00:00,118_competition_consumers_market_interes...
119,"relocation, screening, light, form, green",1,2022-06-25 08:00:00,119_protection_international_candidates_...
121,"bees, honey, beekeepers, beekeeping, insects",119,2022-06-25 08:00:00,121_bees_honey_beekeepers_beekeeping
122,"fix, please, along, never, used",2,2022-06-25 08:00:00,122_possible_done_easy_impossible
123,"stress, score, casolati, soiling, nutri",2,2022-06-25 08:00:00,123_score_diet_nutri_labelling
126,"lessons, rewind, history, atlanticism, tape",5,2022-06-25 08:00:00,126_history_learn_lesson_lessons
127,"favour, motion, honey, vote, compliant",9,2022-06-25 08:00:00,127_favour_vote_measure_resolution
128,"politics, political, blackmail, obnoxious, ethic",31,2022-06-25 08:00:00,128_politics_political_stress_blackmail
129,"turnover, restaurants, percent, refreshment, grills",2,2022-06-25 08:00:00,129_restaurants_restaurant_opening_cater...
131,"proceed, examination, invite, representative, shall",7,2022-06-25 08:00:00,131_examination_proceed_invite_represent...
132,"superbonus, 110, credits, bonus, bonuses",19,2022-06-25 08:00:00,132_superbonus_110_bonuses_bonus
135,"masks, mask, prefectures, protocols, sections",6,2022-06-25 08:00:00,135_masks_mask_ffp2_obligation
137,"withdraw, amendments, withdrawn, agenda, 00487",5,2022-06-25 08:00:00,137_withdraw_amendment_amendments_withdr...
138,"passant, enabled, incomes, recession, household",2,2022-06-25 08:00:00,138_growth_unemployment_economic_rebound
139,"chicks, veterinary, animal, killing, grinding",4,2022-06-25 08:00:00,139_animals_animal_veterinary_medicinal
141,"procurement, code, rapid, parameter, speeding",4,2022-06-25 08:00:00,141_contracting_procurement_stations_con...
142,"responsibility, pretending, responsible, soul, irresponsible",11,2022-06-25 08:00:00,142_responsibility_responsible_responsib...
143,"protests, cancelled, train, beachmen, trainor",7,2022-06-25 08:00:00,143_protesters_demonstrations_police_pro...
144,"files, terabytes, indexed, audio, occupy",1,2022-06-25 08:00:00,144_data_personal_information_storage
146,"registered, speak, modena, senator, ferrari",22,2022-06-25 08:00:00,146_registered_speak_senator_modena
147,"eur, euros, allocated, billion, million",17,2022-06-25 08:00:00,147_eur_euros_allocated_billion
148,"emergency, emergencies, alarming, deal, dragons",12,2022-06-25 08:00:00,148_emergency_emergencies_exceptional_91...
149,"italy, inspiration, alignment, beg, kiev",4,2022-06-25 08:00:00,149_italy_ukrainian_ukraine_italian
151,"invest, raiplay, investment, halfway, swept",3,2022-06-25 08:00:00,151_investment_investments_invest_invest...
152,"trust, pact, ironically, compulsive, vow",8,2022-06-25 08:00:00,152_trust_broken_rebuild_glue
153,"resumed, suspended, sitting, 11, at",13,2022-06-25 08:00:00,153_resumed_suspended_sitting_12
154,"insurance, ivass, heirs, appalusi, sleeper",3,2022-06-25 08:00:00,154_insurance_companies_company_pencils
155,"ambitious, goals, aim, stars, objective",2,2022-06-25 08:00:00,155_goals_ambitious_reach_goal
156,"reform, reforms, unblocking, modernization, offset",6,2022-06-25 08:00:00,156_reform_reforms_stress_majority
157,"agenda, g1, g1200, mr, agendas",15,2022-06-25 08:00:00,157_agenda_g1_favour_mr
159,"nurses, decreasing, essence, medicine, employed",1,2022-06-25 08:00:00,159_nurses_hospital_stress_doctors
161,"enlisted, speak, he, quagliariello, senator",13,2022-06-25 08:00:00,161_enlisted_speak_he_senator
163,"colleagues, sportsman, beep, sportsmen, voice",9,2022-06-25 08:00:00,163_colleagues_silence_voice_volume
164,"challenges, colossal, seized, epochal, challenge",4,2022-06-25 08:00:00,164_challenges_challenge_challenging_fac...
165,"enlisted, speak, senator, bergesio, errani",16,2022-06-25 08:00:00,165_enlisted_speak_senator_arrigoni
166,"layouts, rule, delete, odd, variation",4,2022-06-25 08:00:00,166_rules_rule_regulations_purpose
168,"session, agenda, 30, meet, following",11,2022-06-25 08:00:00,168_session_agenda_meet_following
169,"begging, turned, aid, into, help",1,2022-06-25 08:00:00,169_help_spoon_knife_compassion
174,"think, work, have, on, we",1,2022-06-25 08:00:00,174_better_do_we_need
175,"roll, fazzolari, call, malan, simultaneous",6,2022-06-25 08:00:00,175_roll_tabled_simultaneous_call
176,"cinemas, cinema, platforms, films, film",74,2022-06-25 08:00:00,176_cinemas_cinema_platforms_films
177,"francis, pope, believer, intuited, spirituality",2,2022-06-25 08:00:00,177_francis_assisi_st_saint
178,"unitedly, reconnect, foreclosures, common, thirdly",7,2022-06-25 08:00:00,178_solidarity_mediation_cohesion_togeth...
179,"office, council, president, powers, prebende",13,2022-06-25 08:00:00,179_council_office_president_adjective
180,"commission, insights, proactive, constructive, opposition",5,2022-06-25 08:00:00,180_commission_stress_constructive_agree...
181,"frankly, cost, feel, do, know",1,2022-06-25 08:00:00,181_cost_expensive_costs_gonna
183,"closed, sitting, agenda, 27, see",8,2022-06-25 08:00:00,183_closed_sitting_agenda_see
184,"ecology, fork, transposition, agro, visions",1,2022-06-25 08:00:00,184_organic_farming_fork_farm
185,"mafia, mafias, illicit, trafficking, foggia",18,2022-06-25 08:00:00,185_mafia_foggia_anti_mafias
186,"rapporteur, call, 487, santangelo, calderoli",3,2022-06-25 08:00:00,186_rapporteur_call_senator_alfonso
187,"documents, forwarded, questions, 34, motions",11,2022-06-25 08:00:00,187_documents_forwarded_questions_34
188,"presidency, authorise, authorizes, accordingly, note",6,2022-06-25 08:00:00,188_presidency_authorizes_authorise_note
189,"solve, easiest, solved, denounce, solutions",3,2022-06-25 08:00:00,189_uncertainty_solutions_solved_solutio...
