Topic,Count,Name,Representation,Representative_Docs
688,16,688_sexual_autonomy_atypical_sexless,"['sexual', 'autonomy', 'atypical', 'sexless', 'toilet', 'traits', 'gender', 'legislation', 'laws', 'born']","[""I know that the review of the General and Education Committee when sexual autonomy was being treated that it's more important to do this."", 'I mentioned the above law on sexual autonomy which strengthens the right to choose the person to define his or her gender in accordance with his own experience and the right protection of children born with atypical sexual traits.', 'A significant expertise was developed in the legislation on sexual autonomy, and I would particularly like to mention a sex-specific autonomy report and the suggestions of a team on the subject of children born with atypical sexual traits, which actually laid the crucial basis that followed.']"
689,16,689_answers_later_thank_senator,"['answers', 'later', 'thank', 'senator', 'you', 'deposit', 'answer', 'for', 'him', 'thought']","['Thank you. A senator for later answers.', 'Thank you. A senator for later answers.', 'Thank you. A senator for later answers.']"
690,16,690_authority_tabernacle_authoritativeness_stolen,"['authority', 'tabernacle', 'authoritativeness', 'stolen', 'powder', 'investigation', 'spends', 'possess', 'advertisement', 'phones']","['It is one thing to have authority and another to use it.', ""I don't have to go over the authority. You all know how it is."", ""It's like all the authority I have on this.""]"
691,16,691_persian_protection_kári_persians,"['persian', 'protection', 'kári', 'persians', 'persia', 'stresss', 'affidavit', 'piranians', 'letters', 'incorruption']","[""Then there was a new start, and Persian protection had to be asked: Why didn't you look at our tips from last year, etc. ?"", 'It is time for Persian protection to begin to point out where this matter rests in their affairs.', ""The independent Persian protection must be an important factor in a democracies community, that agencies have the confidence that they respect that if people disagree with Persian protection's decision, they can have that conclusion in court.""]"
692,16,692_rapporteur_agree_mr_president,"['rapporteur', 'agree', 'mr', 'president', 'with', 'the', '', '', '', '']","[""Mr President, I agree with the rapporteur's."", ""Mr President, I agree with the rapporteur's."", ""Mr President, I agree with the rapporteur's.""]"
693,16,693_trident_stubbornness_covid_decounting,"['trident', 'stubbornness', 'covid', 'decounting', 'shock', 'cumbersome', 'degenerations', 'divided', 'destabilizing', 'suffering']","['Our country is suffering a real shock, from which, with stubbornness and commitment, it is trying to get out.', 'But we also saw it when we were dealing with Covid that the trident was ready to take responsibility, it was ready to say, "" Yes, we made a mistake. ""', 'Thus, our trident appeared as a face-to-face reaction to this visitor, and the government or the local minister is then revealed in the economic actions we intended to take on the situation.']"
694,16,694_induction_happen_desk_takes,"['induction', 'happen', 'desk', 'takes', 'halfway', 'limp', 'beating', 'long', 'pressing', 'period']","['Too short a time for induction-I also fully agree.', ""I'll have to ask you what's taking so long because something else is done in this induction process."", ""I'll say the same about the induction.""]"
695,16,695_sale_sales_businessman_ministers,"['sale', 'sales', 'businessman', 'ministers', 'prime', 'doubts', 'economic', 'subservation', 'declared', 'finance']","['And if a businessman declared it to be the leader of the sale, does the prime minister believe that a minister of business has a violation of the code of ethics by not informing the nation of these views until after the campaign had taken place?', ""I'd like to say something. The head of the Economic and Business Committee to refer here to the greater part of the Economic and Business Committee on the sale, which I don't quite feel is a harmony with, and the implementation of this sale."", ""But I would also be interested in hearing words of the highest degree. Secretary of finance to see what the discussion was on the Minister's Committee on Economic Affairs for the dealing of the sale, whether it is at the highest level. A businessman has declared that she had a warning there.""]"
696,15,696_facts_dejected_eyes_chronicle,"['facts', 'dejected', 'eyes', 'chronicle', 'minded', 'themselves', 'cut', 'stupid', 'foot', 'apologize']","['I think facts speak for themselves.', 'Let us make all these facts clear.', 'The facts speak for themselves.']"
697,15,697_permission_jesusko_marlins_president,"['permission', 'jesusko', 'marlins', 'president', 'says', 'raisins', 'comedy', 'kindly', 'furthermore', 'tip']","[""So says, with President's permission:"", ""So says, with President's permission:"", ""So says, with President's permission:""]"
698,15,698_81_5th_expressed_contrary,"['81', '5th', 'expressed', 'contrary', 'constitution', 'move', 'commission', 'amendment', 'opinion', 'article']","['Let us move on to amendment 4.0.2 on which the 5th Commission has expressed an opinion contrary to Article 81 of the Constitution.', 'Let us move on to Amendment 2.0.1, on which the 5th Commission has expressed an opinion contrary to Article 81 of the Constitution.', 'Let us move on to amendment 7.0.8, on which the 5th Commission has expressed an opinion contrary to Article 81 of the Constitution.']"
699,15,699_cooperation_flows_exorcisms_prosperity,"['cooperation', 'flows', 'exorcisms', 'prosperity', 'understandably', 'spirit', 'cooperating', 'brother', 'along', 'cooperative']","['It is not enough to argue that consultation and cooperation will be carried out; rather, it is claimed that the purpose of all these exorcisms is to promote cooperation and cooperation.', 'Of course, there must be some cooperation.', 'I think this cooperation is very important.']"
700,15,700_prime_thank_answers_answer,"['prime', 'thank', 'answers', 'answer', 'much', 'minister', 'very', 'morandi', 'bellanova', 'you']","['Thank you very much. Prime Minister for the Answer.', 'Thank you very much. Prime Minister for the Answer.', 'Thank you very much. Prime Minister for the Answer.']"
701,15,701_project_management_grades_professional,"['project', 'management', 'grades', 'professional', 'groups', 'extensive', 'modulated', 'appointed', 'evaluation', 'appointing']","['It was an assessment of the project management, and it was assessed in her professional groups.', ""It's the project management because it was found elsewhere during the discussion that a minister appointed professional groups, appointing professional groups."", 'The project management calls to the special groups, and the task management is doing it.']"
702,15,702_deaf_listen_ears_imprudently,"['deaf', 'listen', 'ears', 'imprudently', 'listener', 'verbally', 'prudently', 'sometimes', 'predisposition', 'hollow']","['I ask to speak not prudently, nor imprudently, but verbally.', 'If words are right and they are properly presented and even a few times-a drop may sometimes have to hollow the stone-it is my experience that a person will listen and respond in a positive way.', 'Yet, deaf ears are sometimes spoken.']"
